"Durchschnitt von RRT fuer 100 Pakete"
"0.0","MILI_seconden"
"different in NanoSeckonde"
"2"
"4"
"5"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"2"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
